index,hight,width,estimate,root_children
0,7,2,6.456360425798343e+19,2
1,5,2,5.5340232221128655e+19,2
2,5,2,5.5340232221128655e+19,2
3,6,2,5.5340232221128655e+19,2
4,6,2,4.611686018427388e+19,2
5,6,2,4.611686018427388e+19,2
6,4,2,4.611686018427388e+19,2
7,6,2,5.5340232221128655e+19,2
8,7,2,5.5340232221128655e+19,2
9,5,2,5.5340232221128655e+19,2
10,6,2,6.456360425798343e+19,2
11,6,2,5.5340232221128655e+19,2
12,6,2,5.5340232221128655e+19,2
13,6,2,4.611686018427388e+19,2
14,6,2,5.5340232221128655e+19,2
15,6,2,5.5340232221128655e+19,2
16,4,2,4.611686018427388e+19,2
17,6,2,5.5340232221128655e+19,2
18,6,2,5.5340232221128655e+19,2
19,4,2,4.611686018427388e+19,2
0,7,2,6.456360425798343e+19,2
