index,hight,width,estimate
0,4,1,29880.845863216196
1,4,1,10688.66115564973
2,4,1,10142.685294715258
3,4,1,20128.740783332447
4,4,1,36773.38615613901
5,4,1,35962.72117327645
6,4,1,-5002.528335068815
7,4,1,-2816.821297928034
8,4,1,25275.33147866478
9,4,1,29880.844895150654
10,4,1,41141.809206486454
11,4,1,39771.615851104674
12,4,1,37966.481453125365
13,4,1,-5360.276337497371
14,4,1,1761.447186234691
15,4,1,-5175.09766724515
16,4,1,24570.16273200742
17,4,1,24570.153182515973
18,4,1,-5175.097681550048
19,4,1,25275.34420779451
20,4,1,8599.286264634888
21,4,1,38637.71240973932
22,4,1,10571.870237926378
23,4,1,17391.94542317005
24,4,1,10142.685294715258
25,4,1,24570.153182515973
26,4,1,38637.71240973932
27,4,1,41141.809206486454
28,4,1,10688.66115564973
29,4,1,24570.16273200742
30,4,1,-2816.821297928034
31,4,1,-5360.276337497371
32,4,1,-5175.097681550048
33,4,1,-5175.09766724515
34,4,1,1761.447186234691
35,4,1,-5002.528335068815
36,4,1,29880.844895150654
37,4,1,37966.481453125365
38,4,1,29880.845863216196
39,4,1,10571.870237926378
40,4,1,20128.740783332447
41,4,1,36773.38615613901
42,3,2,9036.428852979421
43,3,2,17975.976905810283
44,3,2,19533.930192405023
45,3,2,20128.737786970516
46,3,2,49491.46065328976
47,3,2,30126.230435453454
48,3,2,11663.929654788015
49,3,2,35446.04154577071
50,3,2,38637.71869483123
51,3,2,19533.933126129734
52,3,2,42436.482075792854
53,3,2,6674.911270967932
54,3,2,10688.670434973581
55,3,2,30885.612686153763
56,3,2,-5002.528243924083
57,3,2,27619.992752263275
58,3,2,9607.027859832022
59,3,2,37410.11646591546
60,3,2,37390.2348391554
61,3,2,34170.05496085864
62,3,2,44961.6539992793
63,3,2,33043.34426298737
64,3,2,1761.4563885707757
65,3,2,40287.806125083414
66,3,2,41141.809068526876
67,3,2,36106.35990999997
68,3,2,-3828.8186629311754
69,3,2,23183.425989462416
70,3,2,39459.59370682034
71,3,2,-5175.097738991894
72,3,2,39532.19756737419
73,3,2,9129.490322080252
74,3,2,29880.839469354076
75,3,2,33879.88955116665
76,3,2,4952.571985940711
77,3,2,46770.45774386347
78,3,2,9036.428852979421
79,3,2,4952.571985940711
80,3,2,19533.930192405023
81,3,2,40287.806125083414
82,3,2,37410.11646591546
83,3,2,37390.2348391554
84,3,2,-3828.8186629311754
85,3,2,44961.6539992793
86,3,2,20128.737786970516
87,3,2,33043.34426298737
88,3,2,42436.482075792854
89,3,2,30885.612686153763
90,3,2,29880.839469354076
91,3,2,-5175.097738991894
92,3,2,1761.4563885707757
93,3,2,33879.88955116665
94,3,2,27619.992752263275
95,3,2,34170.05496085864
96,3,2,-5002.528243924083
97,3,2,10688.670434973581
98,3,2,9607.027859832022
99,3,2,38637.71869483123
100,3,2,23183.425989462416
101,3,2,46770.45774386347
102,3,2,19533.933126129734
103,3,2,30126.230435453454
104,3,2,11663.929654788015
105,2,3,42533.57554660157
106,2,3,49347.94110648986
107,2,3,4952.578068751063
108,2,3,19412.32984213843
109,2,3,19412.32984213843
110,2,3,49347.94110648986
111,2,3,4952.578068751063
13,71,18,15,6
31,91,32,33,35
