index,hight,width,estimate,root_children
0,5,3,3.6893488147419103e+19,1
1,5,3,3.6893488147419103e+19,1
2,6,2,3.6893488147419103e+19,1
3,6,2,3.6893488147419103e+19,1
4,5,3,3.6893488147419103e+19,1
5,5,2,3.6893488147419103e+19,1
6,6,2,3.6893488147419103e+19,1
7,6,2,3.6893488147419103e+19,1
8,5,3,3.6893488147419103e+19,1
9,5,3,3.6893488147419103e+19,1
10,5,3,3.6893488147419103e+19,1
11,6,2,3.6893488147419103e+19,1
12,6,2,3.6893488147419103e+19,1
13,5,3,2.7670116110564327e+19,3
14,4,3,2.7670116110564327e+19,3
15,5,3,2.7670116110564327e+19,3
16,5,3,2.7670116110564327e+19,3
17,5,3,2.7670116110564327e+19,3
18,5,3,2.7670116110564327e+19,3
19,5,3,2.7670116110564327e+19,3
20,4,3,2.7670116110564327e+19,3
21,5,2,3.6893488147419103e+19,1
22,5,2,3.6893488147419103e+19,1
23,4,4,3.6893488147419103e+19,1
24,4,4,2.7670116110564327e+19,3
25,4,4,2.7670116110564327e+19,4
26,4,4,2.7670116110564327e+19,4
27,4,4,2.7670116110564327e+19,4
28,4,4,2.7670116110564327e+19,4
29,4,4,2.7670116110564327e+19,4
30,4,4,2.7670116110564327e+19,4
31,3,5,2.7670116110564327e+19,5
25,4,4,2.7670116110564327e+19,4
