index,hight,width,estimate,root_children
0,5,2,4.611686018427388e+19,2
1,7,2,4.611686018427388e+19,2
2,5,3,4.611686018427388e+19,2
3,6,2,4.611686018427388e+19,2
4,5,3,4.611686018427388e+19,2
5,5,2,4.611686018427388e+19,2
6,6,3,4.611686018427388e+19,2
7,4,3,4.611686018427388e+19,2
8,5,3,4.611686018427388e+19,2
9,5,3,4.611686018427388e+19,2
10,7,2,4.611686018427388e+19,2
11,4,3,4.611686018427388e+19,2
12,4,3,4.611686018427388e+19,2
13,6,3,4.611686018427388e+19,2
14,5,3,2.7670116110564327e+19,3
15,4,3,2.7670116110564327e+19,3
16,5,3,2.7670116110564327e+19,3
17,5,3,2.7670116110564327e+19,3
18,5,3,2.7670116110564327e+19,3
19,4,3,2.7670116110564327e+19,3
20,5,3,2.7670116110564327e+19,3
21,5,3,2.7670116110564327e+19,3
22,5,4,4.611686018427388e+19,2
23,4,4,4.611686018427388e+19,2
24,4,4,2.7670116110564327e+19,4
25,4,4,2.7670116110564327e+19,4
26,4,4,2.7670116110564327e+19,4
27,4,4,2.7670116110564327e+19,4
28,4,4,2.7670116110564327e+19,4
29,4,4,2.7670116110564327e+19,3
30,4,4,2.7670116110564327e+19,4
31,3,5,2.7670116110564327e+19,5
31,3,5,2.7670116110564327e+19,5
