index,hight,width,estimate
0,6,3,10.11557759297594
1,5,3,47.247381853274234
2,5,3,13.289336846472235
3,7,3,44.07362259977794
4,7,3,0.7534619331650445
5,5,3,8.015619952431695
6,6,3,0.14753432761295704
7,5,3,10.625434402509235
8,6,3,0.14753432761295704
9,5,3,10.625434402509235
10,6,3,0.12130015350045475
11,5,3,3.0992507668966605
12,5,3,3.0992507668966605
13,5,3,3.0992448586279506
14,4,3,11.615306660996437
15,4,3,3.0992448586279506
16,5,3,12.701871912878035
17,4,3,11.615306660996437
18,5,3,3.0992448586279506
19,4,3,3.0992448586279506
20,5,3,12.701871912878035
21,6,3,0.12130015350045475
22,5,3,7.463280211581402
23,6,3,46.69504507752055
24,5,3,12.73700007071854
25,5,3,12.149535137124339
26,5,3,12.149535137124339
27,5,3,0.4881633100809415
28,6,3,7.463283176677997
29,6,3,43.643326016207816
30,5,3,9.685281009405802
31,6,3,13.32446500431274
32,6,3,46.69504507752055
33,6,3,43.643326016207816
34,6,3,7.463283176677997
35,5,3,0.4881633100809415
36,5,3,12.73700007071854
37,6,3,13.32446500431274
38,5,3,9.685281009405802
39,5,3,7.463280211581402
40,4,4,11.979581537790235
41,5,4,6.583821486469539
42,5,4,41.53174766118927
43,5,4,6.705864643749694
44,5,4,7.893576795151539
45,7,4,1.6234039467770445
46,7,4,42.76386729109594
47,5,4,1.623405916199948
48,5,4,45.937626544592234
49,5,4,7.171286420063739
50,6,4,42.84149702553734
51,5,4,0.7534639025879475
52,6,4,8.481041728745739
53,6,4,8.805822284293939
54,5,4,3.0992592122845415
55,4,4,9.852911860213835
56,4,4,1.623405916199948
57,4,4,3.9691868722399506
58,4,4,9.315679093827233
59,4,4,9.852911860213835
60,4,4,10.305551352314435
61,5,4,3.0992592122845415
62,4,4,0.41482450146710503
63,4,4,6.583821486469539
64,5,4,7.171286420063739
65,3,4,8.543156551531833
66,4,4,11.392116604196035
67,3,4,3.9691868722399506
68,4,4,1.623405916199948
69,5,4,7.573702654387257
70,5,4,7.171286420063739
71,4,4,3.9691927805086604
72,5,4,1.017476341224957
73,4,4,0.4148284232102295
74,5,4,0.9912421671124538
75,4,4,6.583821486469539
76,5,4,7.573696710053335
77,5,4,8.375525700723802
78,6,4,12.014709695630739
79,5,4,11.102464206488339
80,5,4,7.463280211581402
81,5,4,6.153524902899402
82,5,4,45.46291950327994
83,4,4,11.504874496477933
84,5,4,45.46292246837654
85,4,4,7.463280211581402
86,5,4,11.102464206488339
87,4,4,11.504877461574528
88,6,4,42.33357070752581
89,5,4,10.514999272894139
90,5,4,7.463280211581402
91,5,4,10.514999272894139
92,5,4,11.427244762036539
93,5,4,1.3581053236929415
94,6,4,6.153527867995997
95,6,4,45.38528976883855
96,4,4,7.463280211581402
97,5,4,10.839779828442339
98,6,5,7.171286420063739
99,5,5,1.623405916199948
100,5,5,2.4933479298119483
101,4,5,6.661451220910934
102,5,5,0.4148225320442025
103,5,5,0.46639024322993317
104,4,5,0.07619489615273345
105,5,5,6.583821486469539
106,6,5,41.53174171685534
107,4,5,40.221995317603856
108,5,5,6.263950310801851
109,3,5,0.46639024322993317
110,4,5,0.4148225320442016
111,4,5,0.4148284232102295
112,4,5,2.4933479298119483
113,4,5,3.9692012258965415
114,4,5,1.2847645456562016
115,5,5,0.07619489615273345
116,5,5,44.15317012479114
117,5,5,6.153524902899402
118,4,5,9.282873698653534
119,5,5,9.205243964212139
120,4,5,9.282879628846723
121,5,5,9.792708897806339
122,4,5,10.195125117989123
123,4,5,6.153524902899402
124,4,6,1.2847625762332977
125,4,6,0.4148284232102295
126,4,6,1.2847625762332981
127,4,6,7.973127285261321
104,102,125,103
115,10,21,6
