index,hight,width,estimate
0,7,2,81.68063090702506
1,8,2,43.20131458853292
2,6,2,99.44078885234799
3,6,2,80.87697418565418
4,6,2,102.79712079812305
5,6,2,24.917868366120494
6,6,2,54.98078499495201
7,6,2,68.8987514370537
8,6,2,102.52924120171218
9,6,2,99.9640771294375
10,6,2,24.917868366120494
11,6,2,20.0856285438687
12,7,2,90.91891158836344
13,6,2,78.0439305169686
14,6,2,99.70866844875886
15,7,2,66.5448285548309
16,6,2,77.78852183628999
17,6,2,60.69769082115632
18,7,2,43.20131458853292
19,6,2,81.4127513106142
20,7,2,70.14056169434016
21,7,2,90.28312092456255
22,5,2,102.05012041524941
23,5,2,102.06259133098166
24,6,2,40.72299764850393
25,6,2,55.45990578141478
26,5,2,101.7947117345708
27,6,2,57.81382866363759
28,6,2,68.8987514370537
29,6,2,99.44078885234799
30,6,2,84.971760315848
31,7,2,68.36297431209368
32,7,2,87.18219765946611
33,6,2,55.71531446209341
34,6,2,52.79432199852787
35,8,2,66.81270815124176
36,6,2,87.450077255877
37,6,2,87.18219765946611
38,6,2,43.20131458853292
39,7,2,96.77520506946107
40,7,2,98.96166806588522
41,7,2,90.28312092456255
42,6,2,99.6961975330266
43,6,2,90.01524132815169
44,6,2,110.65261043278693
45,8,2,66.81270815124176
46,6,2,68.36297431209368
47,7,2,84.70388071943711
48,5,2,114.12144476527337
49,7,2,86.64642053450612
50,8,2,90.01524132815169
51,5,2,102.31800001166027
52,6,2,55.45990578141478
53,6,2,98.96166806588522
54,6,2,86.64642053450612
55,6,2,29.323909225207068
56,7,2,110.65261043278693
57,8,2,87.18219765946611
58,6,2,110.9204900291978
59,6,2,110.9204900291978
60,7,2,66.67172736185373
61,7,2,69.16663103346457
62,6,2,85.18300150589988
63,6,2,82.6178374336252
64,6,2,99.22954766229608
65,7,2,22.56394548389769
66,7,2,87.18219765946611
67,6,2,90.65103199195255
68,6,2,37.43186823968099
69,6,2,82.34995783721433
70,6,2,77.78852183628999
71,6,2,66.67172736185373
72,7,2,58.069237344316214
73,6,2,85.45088110231077
74,6,2,87.450077255877
75,6,2,41.2021184349667
76,7,2,73.57267189255114
77,6,2,87.450077255877
78,7,2,22.56394548389769
79,7,2,44.89256153877289
80,6,2,46.670148921019354
81,6,2,64.0665116148019
82,7,2,101.7947117345708
83,6,2,99.70866844875886
84,7,2,66.5448285548309
85,7,2,57.81382866363759
86,7,2,69.16663103346457
87,7,2,46.03435825721849
88,6,2,73.30479229614028
89,5,2,99.22954766229608
90,6,2,58.548358130778986
91,6,2,114.38932436168423
92,6,2,63.5307344898419
93,8,2,46.03435825721849
94,7,2,43.20131458853292
95,6,2,102.06259133098166
96,6,2,38.36907476628112
97,7,2,64.33439121121276
98,6,2,97.04308466587196
99,7,2,54.98078499495201
100,7,2,44.89256153877289
101,7,2,87.450077255877
102,6,2,32.173766386760036
103,5,2,46.76014057470622
104,6,2,32.181837834356834
105,6,2,10.529655955108275
106,5,2,5.371230796689694
107,6,2,10.52151492606668
108,5,2,39.29186884435476
109,6,2,11.247469490094538
110,6,2,11.432814827400911
111,6,2,55.37485476441463
112,6,2,33.72267288516607
113,5,2,32.35903394724316
114,6,2,32.17369680531523
115,5,2,16.83046574604753
116,5,2,24.553844366008256
117,5,2,44.29992418747576
118,6,2,10.711824436426447
119,5,2,39.29186860435507
120,5,2,10.521499370702024
121,6,2,43.96402830033971
122,5,2,44.348149760848436
123,6,2,32.173766386760036
124,5,2,32.367043173381376
125,6,2,32.549227210064196
126,5,2,44.30140864358997
127,6,2,67.50285073991193
128,5,2,6.36498059323872
129,6,2,22.312184584393876
130,6,2,55.374792542956044
131,5,2,10.52964039974362
132,6,2,31.36873444757864
133,6,2,65.14715926435235
134,5,2,8.142954225059704
135,5,3,92.34125013062578
136,5,3,122.91120162566878
137,6,3,57.334707877174814
138,5,3,91.63435252854018
139,5,3,1.9875788303278696
140,5,3,119.86691676693133
141,5,3,75.61815409958723
142,7,3,9.370389945458818
143,6,3,110.9204900291978
144,4,3,102.05012041524941
145,5,3,113.1695939648184
146,6,3,121.95296005274324
147,6,3,110.11683330782691
148,6,3,13.275378780590778
149,6,3,43.68094823809266
150,5,3,83.68898280801434
151,5,3,63.5307344898419
152,5,3,96.2960842829983
153,7,3,46.08028996908114
154,5,3,101.51434329028942
155,6,3,119.59903717052043
156,5,3,48.09248746328168
157,5,3,113.6423239788106
158,5,3,86.64642053450612
159,5,3,102.52924120171218
160,6,3,84.70388071943711
161,5,3,77.30940104982722
162,5,3,113.70537108977842
163,6,3,89.69918119149762
164,5,3,88.26162506172471
165,6,3,113.91020357522146
166,6,3,59.760484294556186
167,6,3,113.97325068618929
168,6,3,75.61815409958723
169,5,3,77.97207698181003
170,4,3,80.3978533991914
171,5,3,119.59903717052043
172,5,3,102.31800001166027
173,5,3,41.99330424060533
174,5,3,40.31573039719972
175,5,3,80.87697418565418
176,6,3,77.97207698181003
177,5,3,78.93031855473558
178,5,3,101.25893460961078
179,5,3,80.3978533991914
180,5,3,122.95536911629551
181,6,3,95.82335426900613
182,5,3,123.43448990275829
183,5,3,80.14244471851279
184,6,3,53.35127301639201
185,7,3,1.8315273017370615
186,6,3,65.93300900684952
187,5,3,41.2021184349667
188,5,3,100.30069303668523
189,5,3,40.72299764850393
190,5,3,102.79712079812305
191,5,3,122.22083964915413
192,5,3,61.839487539601926
193,5,3,70.42110351815688
194,5,3,123.17908122207965
