index,hight,width,estimate
0,6,2,2.4001521931401566
1,6,2,18.688747741790436
2,6,2,31.592861756310644
3,6,2,27.686323365787306
4,6,2,18.69442502329621
5,5,2,19.562514338697508
6,6,2,18.69442502329621
7,7,2,19.478366292170907
8,6,2,10.480790668174034
9,5,2,22.722809863597398
10,4,2,10.57061599620641
11,6,2,13.815059511677001
12,7,2,27.686323365787306
13,4,2,9.695199381646834
14,6,2,18.688747741790436
15,4,2,10.564938714700634
16,6,2,3.447497875319121
17,6,2,27.60217531926071
18,5,2,27.686323365787306
19,6,2,31.7147082620444
20,4,2,18.604599695263836
21,4,2,13.80846314379428
22,4,2,3.965518231332717
23,5,2,13.026170013230487
24,4,2,9.703277599382535
25,4,2,3.9692969230239146
26,4,2,18.604587850249256
27,4,2,3.9693045808203995
28,4,2,13.808483243007954
29,4,2,9.703277487470727
30,5,2,8.997783405499504
31,4,2,13.022891956480754
32,5,2,32.22896122669956
33,5,2,27.60217531926071
34,4,2,3.965525889129202
35,4,2,13.022871857267079
36,6,3,3.4410441928419195
37,4,3,11.705764286317962
38,4,3,8.909608095119633
39,5,3,11.270409218554505
40,5,3,11.354557265081105
41,4,3,3.9692969230239146
42,4,3,13.0311181868464
43,4,3,9.70252662484921
44,6,3,11.621616239791361
45,5,3,21.938868538766798
46,4,3,3.9666217968848017
47,5,3,15.435708061103863
48,4,3,27.51802727273411
49,3,3,3.9692969230239146
50,5,3,11.354557265081105
51,3,3,3.9692969230239146
52,4,3,2.4039231593583144
53,4,3,3.4475056684687146
54,3,3,3.9693046484969536
55,4,3,3.9671128329857535
56,4,3,2.920348710689211
57,4,3,13.815810486210326
58,4,3,2.4039308171547997
59,4,3,31.508713709784043
60,3,3,3.9692969230239146
61,4,3,13.022871857267079
62,4,3,3.4475056684687146
63,3,3,13.026180090815275
64,4,3,13.815172042722242
65,4,3,2.9203488460423195
66,3,3,13.026170013230487
67,4,3,13.022891956480754
68,4,3,3.4475133939417537
69,4,4,8.91858530001861
70,4,4,3.9617395396415196
71,4,4,3.4415428867393563
72,3,4,3.9693046484969536
73,4,4,1.8794567786640024
74,3,4,3.9671128329857535
75,3,4,13.031869161379726
76,3,4,13.031230717891644
77,3,4,3.9692969230239146
78,4,4,1.6461844995550154
79,3,5,3.9622382335389563
0,36,16,70
78,73,52,58
