index,hight,width,estimate,root_children
0,8,2,7.378697629483821e+19,2
1,7,2,7.378697629483821e+19,2
2,6,2,8.301034833169298e+19,2
3,6,2,7.378697629483821e+19,2
4,5,2,7.378697629483821e+19,2
5,6,2,7.378697629483821e+19,2
6,8,2,8.301034833169298e+19,2
7,6,2,7.378697629483821e+19,2
8,6,2,8.301034833169298e+19,2
9,8,2,7.378697629483821e+19,2
10,6,2,8.301034833169298e+19,2
11,8,2,7.378697629483821e+19,2
12,6,2,8.301034833169298e+19,2
13,6,2,8.301034833169298e+19,2
14,7,2,8.301034833169298e+19,2
15,8,2,8.301034833169298e+19,2
16,7,2,8.301034833169298e+19,2
17,6,2,7.378697629483821e+19,2
18,7,2,8.301034833169298e+19,2
19,8,2,8.301034833169298e+19,2
0,8,2,7.378697629483821e+19,2
